X	Y_Calc	Y_Init	Diff_Y_Calc_Init
      69.084000     136.918872     136.918655       0.000217
      69.141000     125.497443     125.497307       0.000136
      69.210000     112.960007     112.959339       0.000668
      69.276000     102.474629     102.474168       0.000461
      69.334000      94.390764      94.390832      -0.000068
      69.391000      87.402171      87.402549      -0.000378
      69.460000      80.094764      80.095534      -0.000770
      69.526000      74.170021      74.170242      -0.000221
      69.584000      69.728073      69.728255      -0.000182
      69.643000      66.110603      66.109956       0.000647
      69.708000      62.022002      62.022141      -0.000139
      69.772000      59.107902      59.107057       0.000845
      69.831000      56.888518      56.887859       0.000659
      69.893000      54.982368      54.982434      -0.000066
      69.958000      53.408505      53.408732      -0.000227
      70.021000      52.262195      52.261797       0.000398
      70.083000      51.478860      51.479298      -0.000438
      70.143000      51.046969      51.046481       0.000488
      70.207000      50.946977      50.947746      -0.000769
      70.271000      51.248003      51.248697      -0.000694
      70.333000      51.961857      51.961387       0.000470
      70.394000      53.119175      53.118933       0.000242
      70.455000      54.788154      54.788195      -0.000041
      70.519000      57.164664      57.164051       0.000613
      70.583000      60.259790      60.259266       0.000524
      70.639000      63.630265      63.630467      -0.000202
      70.702000      68.225108      68.224501       0.000607
      70.769000      74.117636      74.117398       0.000238
      70.835000      80.981580      80.981452       0.000128
      70.894000      88.022904      88.022342       0.000562
      70.952000      95.755215      95.754910       0.000305
      71.019000     105.605339     105.604480       0.000859
      71.085000     116.097352     116.096795       0.000557
      71.144000     125.914529     125.914391       0.000138
      71.202000     135.675003     135.674941       0.000062
      71.269000     146.591092     146.591302      -0.000210
      71.335000     156.324497     156.324187       0.000310
      71.394000     163.588840     163.589133      -0.000293
      71.452000     168.977215     168.978079      -0.000864
      71.519000     172.766108     172.766054       0.000054
      71.585000     174.053075     174.053687      -0.000612
      71.644000     173.549584     173.549533       0.000051
      71.702000     172.063667     172.063663       0.000004
      71.769000     169.846336     169.846237       0.000099
      71.835000     167.828788     167.829072      -0.000284
      71.894000     166.599454     166.598594       0.000860
      71.952000     166.137531     166.137148       0.000383
      72.019000     166.612317     166.612865      -0.000548
      72.085000     168.054280     168.053733       0.000547
      72.144000     169.982936     169.983216      -0.000280
      72.202000     172.295826     172.296701      -0.000875
      72.269000     175.237976     175.236830       0.001146
      72.335000     178.356271     178.356806      -0.000535
      72.388000     180.825660     180.826522      -0.000862
      72.452000     183.737340     183.736660       0.000680
      72.516000     186.357380     186.356768       0.000612
      72.580000     188.298631     188.299059      -0.000428
      72.640000     189.055795     189.056757      -0.000962
      72.702000     188.265910     188.266060      -0.000150
      72.765000     185.435496     185.435880      -0.000384
      72.829000     180.304843     180.305564      -0.000721
      72.890000     173.490915     173.490647       0.000268
      72.952000     165.078549     165.079637      -0.001088
      73.010000     156.377145     156.377029       0.000116
